sale_id,customer_name,product_name,product_category,quantity,price,discount,sale_date,payment_method,sales_rep_name,customer_email,customer_phone,shipping_address,order_status
301,Odelinda Phelips,Beef - Salted,food,77,154.07,0.37,12/9/2021,credit card,Fedora Killby,fkillby8c@xinhuanet.com,291-818-9783,286 Merrick Trail,delivered
302,Brittni Werlock,Sugar - Splenda Sweetener,clothing,39,229.74,0.08,9/12/2020,debit card,Janeva Blues,jblues8d@chron.com,250-996-3741,0 Vidon Point,pending
303,Lezley Redmond,Water - Spring 1.5lit,electronics,7,388.22,0.07,3/5/2021,cash,Kimberly Currao,kcurrao8e@technorati.com,805-275-8502,30949 Pennsylvania Crossing,shipped
304,Celina Meaton,"Rum - Spiced, Captain Morgan",food,77,308.21,0.84,4/4/2020,cash,Bebe O' Reagan,bo8f@1688.com,763-339-9419,000 Lukken Junction,shipped
305,Xever Rene,Sherbet - Raspberry,clothing,50,797.78,0.19,3/6/2021,credit card,Raddy Druhan,rdruhan8g@furl.net,821-328-1685,209 Eastlawn Circle,delivered
306,Ugo Gildea,Urban Zen Drinks,clothing,57,290.96,0.23,11/9/2021,debit card,Fayina Camfield,fcamfield8h@kickstarter.com,976-884-3324,067 Nova Lane,shipped
307,Tiffi Jakubowski,Lid Coffeecup 12oz D9542b,clothing,16,969.93,0.4,4/16/2020,cash,Raquel Petz,rpetz8i@parallels.com,332-823-8330,13203 Lukken Parkway,pending
308,Elinor Milburn,Wine - Cava Aria Estate Brut,clothing,49,174.18,0.82,3/20/2021,credit card,Cassius O'Crigan,cocrigan8j@unc.edu,247-511-1828,9108 Forest Dale Hill,pending
309,Marcelline Rubinfeld,"Wine - Red, Lurton Merlot De",food,14,282.74,0.62,6/20/2021,cash,Lilah Lowerson,llowerson8k@cmu.edu,441-881-0470,97 Oriole Hill,shipped
310,Aharon Hinder,Longos - Penne With Pesto,electronics,91,867.65,0.23,2/22/2020,credit card,Annette Espinal,aespinal8l@google.co.jp,970-920-4813,30 Steensland Hill,pending
311,Bordie Lemmens,"Mushroom - Chanterelle, Dry",clothing,1,465.63,0.45,9/9/2020,credit card,Ariella Turfus,aturfus8m@vimeo.com,573-280-6298,19362 Jenna Circle,shipped
312,Karoly Arbuckel,Muffin Carrot - Individual,clothing,59,562.97,0.22,8/6/2021,debit card,Berty Ghion,bghion8n@cmu.edu,208-945-7409,674 Forest Run Place,shipped
313,Miranda Tredget,Bread - Mini Hamburger Bun,food,90,713.75,0.67,7/27/2020,debit card,Greta Coad,gcoad8o@wiley.com,239-415-9706,1 Sullivan Circle,pending
314,Dorothea Westney,Wine - Pinot Noir Stoneleigh,electronics,61,790.58,0.29,9/8/2021,cash,Kennett Bourdis,kbourdis8p@friendfeed.com,287-852-3071,18280 Independence Center,shipped
315,Ammamaria Spours,Energy - Boo - Koo,food,49,850.49,0.86,1/1/2021,debit card,Emmalynn Whittlesee,ewhittlesee8q@ebay.com,526-370-7015,6 Corry Terrace,shipped
316,Chancey Joubert,Wine - Semi Dry Riesling Vineland,electronics,15,98.11,0.51,11/9/2021,debit card,Alysia Blune,ablune8r@upenn.edu,976-563-5452,14501 Susan Lane,delivered
317,Cy Alban,"Lamb - Whole, Fresh",clothing,57,320.26,0.72,6/30/2020,debit card,Rudyard Todhunter,rtodhunter8s@bluehost.com,827-860-6684,88 Almo Street,delivered
318,Tamera Shilliday,Cookie Dough - Double,clothing,58,840.17,0.42,9/27/2021,cash,Tate Macvey,tmacvey8t@biblegateway.com,200-225-1674,6 7th Center,pending
319,Burtie Cullinan,"Chicken - Wings, Tip Off",electronics,100,919.23,0.19,3/21/2021,debit card,Suzy Blakey,sblakey8u@noaa.gov,183-697-8877,9396 Paget Place,pending
320,Maurise Sharpley,Emulsifier,food,33,193.38,0.78,12/27/2020,credit card,Conchita Grossman,cgrossman8v@intel.com,374-295-1306,11 Division Pass,pending
321,Maisie Lanceley,Appetizer - Shrimp Puff,clothing,61,892.41,0.77,2/22/2020,debit card,Basile Whissell,bwhissell8w@microsoft.com,926-417-0177,913 Hooker Plaza,pending
322,Xenos Wilcott,"Tart Shells - Savory, 4",clothing,59,185.63,0.02,7/9/2020,cash,Nelly Ellice,nellice8x@army.mil,345-627-4549,9867 Redwing Parkway,delivered
323,Vinita Mourge,Wine - Ruffino Chianti,food,94,804.99,0.97,2/28/2021,debit card,Ab Swansbury,aswansbury8y@businessweek.com,593-769-6769,90 Ilene Center,pending
324,Vilhelmina Jindrich,Ginger - Ground,clothing,78,590.45,0.16,4/28/2020,cash,Norton Guerriero,nguerriero8z@e-recht24.de,885-321-1109,33210 Northwestern Crossing,pending
325,Chiquita Rowbottom,Daves Island Stinger,electronics,29,2.26,0.79,4/18/2020,credit card,Sherwood Van Castele,svan90@github.io,560-586-4718,98 Lake View Parkway,pending
326,Marlon Gieves,"Jam - Raspberry,jar",food,64,607.15,0.75,7/15/2021,cash,Ker Parsall,kparsall91@unesco.org,881-631-2598,4 Carberry Drive,pending
327,Olin Milazzo,Toothpick Frilled,clothing,23,928.36,0.52,3/31/2020,credit card,Ilise Eddowes,ieddowes92@google.com.au,757-470-0521,66 Redwing Way,shipped
328,Johnna Kevane,Apricots - Halves,electronics,84,179.05,0.1,7/24/2020,debit card,Lincoln Masselin,lmasselin93@canalblog.com,283-343-5373,0769 Nelson Terrace,shipped
329,Lorinda Burk,"Water, Tap",electronics,68,800.69,0.16,8/12/2021,credit card,Curtice Selman,cselman94@is.gd,613-538-9758,27 Corscot Park,shipped
330,Carina Dominguez,"Soup - Knorr, Ministrone",electronics,75,719.97,0.44,6/27/2020,cash,Ibbie Fooks,ifooks95@npr.org,384-445-6636,248 Bobwhite Trail,shipped
331,Daria Snazel,Asparagus - Frozen,clothing,29,136.85,0.91,9/30/2020,debit card,Jacquenette Bloan,jbloan96@live.com,673-527-2509,256 Warrior Road,delivered
332,Bobina Penniall,Wine - Semi Dry Riesling Vineland,electronics,79,313.09,0,12/29/2021,credit card,Briggs Stanney,bstanney97@booking.com,981-356-7008,0268 Briar Crest Avenue,delivered
333,Jobye Courtes,Cake - Pancake,electronics,51,747.67,0.24,10/19/2020,credit card,Billy Ainslie,bainslie98@stanford.edu,650-749-3591,51214 Graedel Pass,delivered
334,Dianne Yeowell,Pastry - Baked Cinnamon Stick,food,9,500.9,0.37,5/21/2021,debit card,Sissy Rigardeau,srigardeau99@ihg.com,188-558-7270,6494 Southridge Street,shipped
335,Petunia Barthelet,Potatoes - Pei 10 Oz,food,84,281.26,0.19,12/30/2020,cash,Sterne Sattin,ssattin9a@twitter.com,792-205-3599,950 Northview Park,shipped
336,Winfield Alcide,Bar Mix - Lime,electronics,36,801.5,0.48,5/19/2020,cash,Zorine Cantos,zcantos9b@networksolutions.com,772-727-9989,9 Mifflin Center,shipped
337,Uriel Downing,Vinegar - Champagne,clothing,29,619.12,0.62,9/23/2020,credit card,Norby Ninnoli,nninnoli9c@google.fr,146-352-4845,0 Morning Terrace,delivered
338,Mozes Sprouls,Melon - Watermelon Yellow,clothing,4,246.42,0.75,12/9/2020,credit card,Noland Wharrier,nwharrier9d@kickstarter.com,298-255-2707,1 Loeprich Parkway,pending
339,Ashbey Formby,Lobak,food,29,980.78,0.85,2/3/2020,cash,Teresina Doody,tdoody9e@youtu.be,415-794-9628,11816 Bayside Way,shipped
340,Issie Suggitt,"Chilli Paste, Hot Sambal Oelek",clothing,86,953.53,0.67,5/17/2021,cash,Brenden Dorgan,bdorgan9f@microsoft.com,918-491-4779,976 Bluestem Plaza,shipped
341,Stuart Ivens,Cloves - Whole,electronics,35,360.35,0.24,7/12/2021,debit card,Jenine McCusker,jmccusker9g@acquirethisname.com,367-518-1500,66 Briar Crest Way,delivered
342,Sayre Northbridge,"Wine - White, Antinore Orvieto",food,5,958.69,0.61,4/6/2020,debit card,Diane-marie Genny,dgenny9h@cornell.edu,578-622-3418,91696 Pankratz Court,pending
343,Fairfax Topaz,Shiro Miso,electronics,22,360.66,0.3,8/13/2020,credit card,Dael Smither,dsmither9i@yolasite.com,544-329-2698,6 Autumn Leaf Terrace,shipped
344,Emeline Gonnel,Soup Campbells - Italian Wedding,food,90,316.2,0.06,9/29/2021,cash,Ashley Devanny,adevanny9j@desdev.cn,600-867-1990,914 Lighthouse Bay Parkway,shipped
345,Darrel Bisterfeld,Steampan - Half Size Shallow,electronics,21,292.92,0.95,10/6/2021,credit card,Fergus McPeck,fmcpeck9k@tmall.com,932-619-0442,90 Larry Center,shipped
346,Weber McCrudden,Broccoli - Fresh,food,93,108.33,0.27,11/6/2020,cash,Derick Winchurch,dwinchurch9l@cbslocal.com,369-241-3657,21 Forster Crossing,delivered
347,Munroe Ruf,Dc Hikiage Hira Huba,electronics,48,800.7,0.6,12/2/2020,cash,Carlyn Swayland,cswayland9m@vkontakte.ru,837-469-6168,4 Armistice Plaza,delivered
348,Lennard Treharne,Soup - Tomato Mush. Florentine,electronics,53,205.89,0.22,3/14/2020,credit card,Clementia Minards,cminards9n@nationalgeographic.com,399-628-7602,5 Haas Center,shipped
349,Blake Kirsop,Sauce - Hollandaise,electronics,95,477.97,0.33,10/11/2020,debit card,Brittney Cleal,bcleal9o@furl.net,584-761-1715,95379 Grasskamp Court,pending
350,Yasmeen Amoore,"Bread - Dark Rye, Loaf",food,47,623.41,0.2,11/15/2021,credit card,Beau De Cleen,bde9p@cpanel.net,131-342-0045,921 Kipling Place,delivered
351,Del Doley,Sun - Dried Tomatoes,clothing,38,680.82,0.97,3/19/2020,debit card,Ryan Purselow,rpurselow9q@mac.com,295-149-7187,3857 Starling Circle,pending
352,Reggy Exelby,Cheese - Cambozola,electronics,43,477.78,0.17,11/21/2021,debit card,Siouxie Stuther,sstuther9r@qq.com,612-641-5784,5 Ruskin Court,delivered
353,Pansie Tregiddo,Bar Bran Honey Nut,food,18,322.35,0.7,11/10/2021,credit card,Burk Hinrich,bhinrich9s@microsoft.com,236-991-1851,1 Judy Park,shipped
354,Fanchon Pearne,Table Cloth - 53x69 Colour,electronics,25,673.51,0.15,1/31/2021,cash,Dun Oliveras,doliveras9t@about.com,621-542-6057,271 Bluestem Street,delivered
355,Barry McKinn,"Soup - Campbells, Butternut",food,14,168.97,0.9,9/6/2021,credit card,Ladonna Chartres,lchartres9u@nyu.edu,966-900-8239,016 Dwight Trail,delivered
356,Grenville Goldhawk,Hot Choc Vending,food,41,545.79,0.65,12/8/2020,debit card,Brandie Blunsden,bblunsden9v@state.tx.us,422-540-5991,60114 Miller Hill,pending
357,Kippy Husbands,"Coconut - Shredded, Sweet",electronics,83,404.84,0.22,10/8/2021,credit card,Renato Dinis,rdinis9w@simplemachines.org,128-881-2428,36674 Blue Bill Park Terrace,shipped
358,Emlyn Billham,Vinegar - White Wine,electronics,21,674.85,0.07,3/2/2020,debit card,Henderson Biagini,hbiagini9x@cdc.gov,143-566-9156,2726 Moland Crossing,shipped
359,Carolee Sowle,Wine - Domaine Boyar Royal,food,69,781.46,0.74,8/29/2021,cash,Maribeth Brislen,mbrislen9y@networkadvertising.org,253-951-6277,6 Waywood Drive,pending
360,Alfredo Milverton,Tomatoes Tear Drop Yellow,food,57,604.73,0.14,4/22/2020,cash,Loreen Jagels,ljagels9z@arstechnica.com,532-297-0850,0706 Paget Road,pending
361,Leanor Lupton,Wine - Marlbourough Sauv Blanc,food,20,373.64,0.41,7/12/2021,debit card,Trescha Eberts,tebertsa0@guardian.co.uk,603-100-4020,1092 Dottie Plaza,delivered
362,Grenville Lassen,Pear - Prickly,electronics,17,109.09,0.7,3/18/2021,cash,Phil Greenless,pgreenlessa1@t-online.de,108-142-2694,4963 Nancy Place,shipped
363,Gus Audiss,Sponge Cake Mix - Vanilla,electronics,52,213.92,0.73,7/2/2020,credit card,Leshia Kynforth,lkynfortha2@bigcartel.com,375-446-3386,7 Boyd Drive,delivered
364,Gale Faireclough,Foil - 4oz Custard Cup,clothing,31,270.44,0.86,1/27/2021,cash,Eveline Niesegen,eniesegena3@usatoday.com,998-788-1852,37138 Dorton Park,delivered
365,Stephenie McCaskill,Bread - Onion Focaccia,food,85,91.18,0.18,12/28/2021,credit card,Babb Hardes,bhardesa4@alibaba.com,222-722-9897,9 Burning Wood Drive,delivered
366,Melony Prandi,"Oil - Food, Lacquer Spray",electronics,37,587.33,0.55,8/20/2020,cash,Maye Fernandes,mfernandesa5@bluehost.com,158-862-2188,10640 Hallows Lane,shipped
367,Trevar Aaron,Beer - Mcauslan Apricot,food,96,504.77,0.95,10/7/2020,debit card,Hyacintha Sherman,hshermana6@google.co.uk,874-944-2878,52572 Kedzie Street,pending
368,Guthrie Von Welden,"Nut - Almond, Blanched, Whole",clothing,82,249.11,0.22,12/22/2021,credit card,Walther Duffyn,wduffyna7@exblog.jp,970-993-8318,3904 Northport Place,pending
369,Tyne Fabry,Cocktail Napkin Blue,electronics,1,879.22,0.23,6/12/2020,credit card,Giffer Chedgey,gchedgeya8@marriott.com,195-319-7442,70 Ridgeway Junction,delivered
370,Inesita Guppy,Flower - Leather Leaf Fern,electronics,12,200.48,0.09,9/10/2021,cash,Vassili O'Daly,vodalya9@ycombinator.com,259-758-2762,88391 Granby Avenue,delivered
371,Evelina Kleinhaus,Flower - Commercial Spider,clothing,84,814.28,0.34,9/30/2020,credit card,Lyndsay Hutfield,lhutfieldaa@deliciousdays.com,404-939-1118,137 Mccormick Circle,pending
372,Joann Bills,Wine - Winzer Krems Gruner,electronics,98,11.28,0.62,9/17/2021,credit card,Fawn Chaffin,fchaffinab@amazon.com,236-216-8110,48 Graceland Alley,pending
373,Demetris Brabin,Nantucket Apple Juice,electronics,80,430.62,0.68,7/24/2020,debit card,Gordie Inseal,ginsealac@nps.gov,952-165-0590,6 Mifflin Point,shipped
374,Harlen Zavattieri,Beef - Bresaola,electronics,77,95.13,0.18,4/18/2021,credit card,Lisabeth Tefft,ltefftad@rambler.ru,405-506-1492,572 Karstens Way,pending
375,Welbie Nutty,Onion - Dried,electronics,69,740.58,0.65,4/27/2020,credit card,Chane Twittey,ctwitteyae@cam.ac.uk,481-193-3487,20 Di Loreto Point,shipped
376,Leila Sambell,Muffin Batt - Ban Dream Zero,food,14,376.1,0.76,7/24/2020,debit card,Monty Denkin,mdenkinaf@webnode.com,223-512-4798,301 Daystar Alley,delivered
377,Adel Buckler,Table Cloth 62x120 White,electronics,29,671.46,0.59,11/11/2021,credit card,Lannie Sexcey,lsexceyag@godaddy.com,996-156-0735,65908 Elka Way,pending
378,Rodie Biddy,"Chilli Paste, Hot Sambal Oelek",clothing,35,735.53,0.39,2/26/2021,debit card,Bobbe Zanicchi,bzanicchiah@blogtalkradio.com,132-431-2127,6413 Annamark Drive,delivered
379,Benji McCreery,V8 Pet,clothing,20,833.25,0.05,6/10/2020,cash,Torey Eldridge,teldridgeai@ning.com,137-697-4017,88176 Eastlawn Circle,pending
380,Georgeanna Coarser,"Pasta - Penne Primavera, Single",electronics,75,407.41,0.13,7/16/2020,debit card,Andrea Tremelling,atremellingaj@usatoday.com,221-774-8285,5 Hoard Park,pending
381,Joelie Khrishtafovich,Cabbage Roll,electronics,97,292.58,0.29,5/4/2021,credit card,Twila Ethelston,tethelstonak@va.gov,167-707-1075,532 Old Shore Drive,shipped
382,Stanfield Southwood,Icecream - Dstk Super Cone,electronics,81,935.46,0.86,5/4/2020,credit card,Morton Netherclift,mnethercliftal@bloglovin.com,796-684-4606,12534 Golf View Alley,pending
383,Fania Caudwell,Pastry - Choclate Baked,clothing,74,999.31,0.28,5/1/2021,debit card,Carny Dawe,cdaweam@weebly.com,179-149-2892,7 Dwight Plaza,pending
384,Corry Paylie,Flour - Whole Wheat,electronics,46,783.6,0.96,10/14/2021,debit card,Oates Forlong,oforlongan@ifeng.com,779-386-4327,64 Esch Hill,shipped
385,Nial Chander,Mustard - Dijon,electronics,98,606.18,0.95,3/3/2020,credit card,Patricia Lille,plilleao@purevolume.com,992-509-3103,07463 Ryan Place,shipped
386,Merrill Reape,Oil - Avocado,clothing,50,554.7,0.98,10/28/2020,cash,Windy Stembridge,wstembridgeap@a8.net,857-341-0693,229 Grim Way,pending
387,Cassius Finby,Sun - Dried Tomatoes,electronics,37,99.5,0.46,7/16/2021,debit card,Hanni Lightewood,hlightewoodaq@t-online.de,607-155-0849,8421 Graceland Point,pending
388,Kare Birdall,Wine - Pinot Noir Latour,electronics,98,364.62,0.5,10/21/2020,cash,Ava Hazeman,ahazemanar@google.com.au,186-638-8078,11803 Linden Avenue,delivered
389,Trixy Hucquart,Wine - Spumante Bambino White,clothing,48,654.12,0.99,5/2/2021,credit card,Demetris Proudler,dproudleras@csmonitor.com,171-928-9322,3206 Roxbury Pass,shipped
390,Patin Meysham,Truffle Cups - White Paper,clothing,33,986.45,0.84,6/11/2020,credit card,Nathalia Vernazza,nvernazzaat@odnoklassniki.ru,387-671-5410,855 Delaware Terrace,delivered
391,Hestia Issakov,Shrimp - Black Tiger 16/20,food,32,352.95,0.06,3/19/2021,credit card,Renata Tompkiss,rtompkissau@techcrunch.com,533-577-9804,92563 East Parkway,shipped
392,Kay Early,Lid Coffeecup 12oz D9542b,food,32,973.79,0.15,5/8/2020,credit card,Marquita Cleiment,mcleimentav@mac.com,326-435-2292,226 Quincy Place,shipped
393,Neysa Myrkus,Truffle - Whole Black Peeled,electronics,29,387.76,0.06,11/5/2021,cash,Dolley Pallent,dpallentaw@acquirethisname.com,990-980-4436,5164 Russell Point,shipped
394,Phaidra Merchant,Chocolate Eclairs,clothing,78,324.12,0.48,9/2/2020,debit card,Gratiana De Francesco,gdeax@webs.com,364-497-5436,87149 Corben Park,delivered
395,Abigael Bunworth,Truffle Cups - White Paper,electronics,49,226.27,0.21,8/27/2021,credit card,Jakob Keady,jkeadyay@hao123.com,875-723-7076,77 Fieldstone Crossing,delivered
396,Pierce Benjafield,"Wine - Red, Antinori Santa",electronics,70,397.42,0.74,11/5/2021,cash,Chan Skally,cskallyaz@army.mil,265-691-2242,39932 Alpine Place,delivered
397,Alwin Gavrielly,"Cheese - Cheddar, Old White",clothing,22,810.8,0.13,1/23/2020,cash,Taffy Wallbanks,twallbanksb0@dailymotion.com,595-882-6550,29 Gina Pass,shipped
398,Marchall Delong,"Ecolab - Orange Frc, Cleaner",clothing,11,100.02,0.84,7/28/2020,debit card,Rriocard Bittlestone,rbittlestoneb1@harvard.edu,778-402-0752,86606 Northfield Way,pending
399,Dougy Standon,Magnotta - Bel Paese White,food,26,221.37,0.88,10/2/2020,debit card,Waldo Kilvington,wkilvingtonb2@studiopress.com,807-258-2571,16 Calypso Plaza,pending
400,Sari Myrie,Bagelers - Cinn / Brown,clothing,49,183.36,0.77,9/3/2020,credit card,Hurley Rayment,hraymentb3@skype.com,467-554-3817,96439 Daystar Plaza,delivered
401,Celesta Akenhead,"Cheese - Mozzarella, Shredded",clothing,66,880.52,0.74,1/4/2021,cash,Nikaniki Rustich,nrustichb4@archive.org,151-149-5737,01784 Bobwhite Circle,delivered
402,Rogers Kighly,Syrup - Monin - Blue Curacao,electronics,29,356.2,0.31,5/8/2020,credit card,Lou Vickarman,lvickarmanb5@kickstarter.com,303-973-3472,08648 Memorial Place,delivered
403,Albertina Abbott,Wine - Bouchard La Vignee Pinot,food,12,212.38,0.82,5/28/2020,cash,Katee Clementel,kclementelb6@si.edu,870-920-3213,854 Granby Terrace,shipped
404,Bordy Mc Combe,Tea - Black Currant,clothing,22,687.5,0.9,10/4/2021,cash,Billy Mustarde,bmustardeb7@alexa.com,948-856-8094,831 Shoshone Point,delivered
405,Bail Mullard,Muffin Batt - Choc Chk,electronics,79,989.42,0.49,6/20/2020,debit card,Nadya Sherwen,nsherwenb8@parallels.com,604-700-8192,85 Hermina Center,pending
406,Vito Maffezzoli,Salmon Steak - Cohoe 6 Oz,clothing,39,771.77,0.93,3/30/2020,debit card,Cele Bortolini,cbortolinib9@skype.com,865-948-8398,11900 5th Plaza,delivered
407,Moina Agius,Pepper - Red Bell,clothing,5,747.12,0.24,4/11/2021,credit card,Kathy Shoemark,kshoemarkba@uol.com.br,402-850-5065,8664 Kinsman Court,pending
408,Alessandra Whytock,"Doilies - 12, Paper",electronics,48,992.14,0.9,8/31/2021,credit card,Arliene Atwood,aatwoodbb@csmonitor.com,503-608-9679,287 Lindbergh Parkway,shipped
409,Laney Boydle,Chocolate - Milk,clothing,72,326.57,0.92,7/29/2021,credit card,Willem Scrivener,wscrivenerbc@altervista.org,113-329-9095,6248 Starling Alley,delivered
410,Marabel Mulvihill,Truffle Cups - Red,clothing,68,187.95,0.08,5/20/2021,credit card,Veronike Catterill,vcatterillbd@ucsd.edu,910-656-3990,7 Meadow Valley Center,pending
411,Fanchon Kennaway,Brandy - Bar,clothing,88,872.59,0.99,9/4/2021,credit card,Morgen Cornbell,mcornbellbe@nyu.edu,839-977-3482,0 Dottie Trail,shipped
412,Quent Semiraz,Mushroom - Chanterelle Frozen,clothing,44,578.78,0.34,8/13/2021,cash,Tamqrah Bowley,tbowleybf@theatlantic.com,541-233-4064,5187 Northridge Terrace,pending
413,Gabie Riseley,Jolt Cola,electronics,5,988.24,0.34,6/6/2021,cash,Nikolai Proudlove,nproudlovebg@symantec.com,465-962-8056,8736 Mesta Trail,shipped
414,Lauryn Chuter,"Mushroom - Shitake, Fresh",clothing,40,869.94,0.05,2/26/2020,debit card,Alleen Greatreax,agreatreaxbh@apple.com,610-507-7050,7 Maywood Terrace,pending
415,Claudell Capper,Bread - Rosemary Focaccia,electronics,48,172.1,0.53,12/8/2021,debit card,Ignatius Nutley,inutleybi@weebly.com,186-863-2880,70 Everett Court,delivered
416,Thedrick Hillatt,Burger Veggie,food,53,122.48,0.74,5/5/2021,debit card,Micheal Macveigh,mmacveighbj@salon.com,390-717-7000,654 Mandrake Road,delivered
417,Zilvia Bottoms,Steampan - Lid For Half Size,food,1,512.38,0.7,11/26/2021,cash,Holly Hobell,hhobellbk@mapquest.com,866-200-7700,76 Rowland Circle,shipped
418,Harley Haton,Chocolate - Mi - Amere Semi,electronics,94,215.64,0.56,5/30/2021,cash,Edmon Gaffey,egaffeybl@instagram.com,611-790-3077,6685 Commercial Center,delivered
419,Bebe Seemmonds,Wine - Magnotta - Pinot Gris Sr,food,29,74.48,0.37,7/10/2020,debit card,Shayne Gallagher,sgallagherbm@virginia.edu,328-593-4254,521 Annamark Crossing,pending
420,Casie Collister,Sauce - Rosee,electronics,94,100.6,0.31,6/13/2021,debit card,Vanda Braganca,vbragancabn@indiegogo.com,203-713-7651,69342 Vernon Plaza,shipped
421,Isabel Skudder,Water - Evian 355 Ml,food,88,425.82,0.99,8/23/2021,credit card,Madella Durand,mdurandbo@privacy.gov.au,198-623-3712,039 Towne Trail,shipped
422,Harry Pinfold,"Cup - 6oz, Foam",electronics,29,795.71,0.17,8/8/2021,cash,Alisun Spurryer,aspurryerbp@usnews.com,442-289-8713,58469 Jackson Plaza,shipped
423,Francene Shepperd,Vinegar - Cider,food,59,633.96,0.95,11/9/2021,credit card,Jennica Domerque,jdomerquebq@live.com,922-241-3538,3848 Carey Trail,pending
424,Tess Heasley,Beer - Paulaner Hefeweisse,electronics,62,75.58,0.97,2/27/2020,debit card,Dorothy Reglar,dreglarbr@businesswire.com,398-495-6180,653 Lindbergh Place,delivered
425,Murial Desesquelle,Wood Chips - Regular,clothing,16,499.87,0.61,5/10/2020,credit card,Janina Peddowe,jpeddowebs@businessweek.com,355-982-8459,79 Sugar Circle,shipped
426,Sheffie Bugg,Cake Slab,clothing,49,913.44,0.61,5/12/2021,debit card,Marla Huish,mhuishbt@zdnet.com,449-528-5343,25 Montana Place,delivered
427,Daffy Machans,Pumpkin,electronics,54,249.6,0.84,10/8/2020,credit card,Sergent Swateridge,sswateridgebu@baidu.com,204-585-9407,2 Marcy Hill,shipped
428,Kellina Reggio,Cape Capensis - Fillet,electronics,19,720.07,0.91,4/14/2020,debit card,Tamera Kender,tkenderbv@bloomberg.com,619-262-9420,2781 Tony Park,delivered
429,Lucas McQuarter,Ecolab - Balanced Fusion,electronics,12,233.29,0.21,7/6/2021,debit card,Deanne Lidgley,dlidgleybw@dmoz.org,592-340-3833,457 Twin Pines Plaza,delivered
430,Fredia Jaram,Bay Leaf,electronics,61,476.41,0.38,6/23/2021,cash,Evelin Teideman,eteidemanbx@zimbio.com,433-575-0067,6 Eggendart Place,delivered
431,Fulton Batten,Bread - Wheat Baguette,food,9,417.78,0.4,2/12/2020,credit card,Lucita Howler,lhowlerby@paypal.com,701-159-5469,29 Boyd Circle,shipped
432,Stanley Coade,Versatainer Nc - 9388,food,27,686.37,0.44,4/27/2021,debit card,Thorstein Vowels,tvowelsbz@redcross.org,380-571-8654,90174 Harper Alley,shipped
433,Aggi Pardoe,Pork Loin Cutlets,electronics,49,521.1,0.12,7/29/2021,credit card,Edmund Danielsky,edanielskyc0@sfgate.com,559-425-1511,8 Porter Avenue,shipped
434,Tedie Feakins,Pomegranates,electronics,29,279.45,0.31,9/2/2020,cash,Genovera Dellow,gdellowc1@statcounter.com,120-430-2553,8789 Hoard Avenue,delivered
435,Gregor Haswell,Nantuket Peach Orange,food,68,82.75,0.57,3/5/2021,debit card,Lambert Jeckell,ljeckellc2@constantcontact.com,241-172-6711,87896 Nobel Way,delivered
436,Rouvin Mudle,Grapes - Green,food,95,461.85,0.65,5/15/2020,credit card,Danette Aubrun,daubrunc3@google.com.br,516-332-5201,2 Clyde Gallagher Circle,shipped
437,Algernon Gason,Cup - 8oz Coffee Perforated,clothing,97,863.18,0.63,7/27/2021,cash,Wes Children,wchildrenc4@yelp.com,636-691-9665,61593 Knutson Way,shipped
438,Ervin MacAscaidh,Truffle Cups Green,electronics,19,83.67,0.66,4/30/2020,debit card,Wilhelmina Beevens,wbeevensc5@fda.gov,827-501-6732,25001 Fremont Court,shipped
439,Winnifred Swansbury,Salt - Seasoned,electronics,31,475.09,0.74,10/7/2020,debit card,Jacquenetta Short,jshortc6@hibu.com,950-544-2757,5 Acker Pass,pending
440,Cy Woodrow,Muffin Batt - Choc Chk,food,25,572.8,0.42,6/22/2021,debit card,Madlen Quakley,mquakleyc7@fema.gov,155-258-8776,6538 Oakridge Way,delivered
441,Gianna Coop,Towel Dispenser,food,25,774.23,0.62,4/17/2021,credit card,Berrie Moors,bmoorsc8@china.com.cn,182-270-4007,425 Cordelia Court,shipped
442,Brewster Toulson,Pie Shells 10,clothing,96,910.57,0.3,10/14/2021,credit card,Jenny Satterley,jsatterleyc9@bizjournals.com,722-907-4139,45 Transport Pass,pending
443,Gino Cristoferi,Whmis Spray Bottle Graduated,clothing,59,138.55,0.95,10/17/2020,credit card,Ashely Paddock,apaddockca@domainmarket.com,286-916-9851,0 Lukken Junction,pending
444,Goraud Kobel,Island Oasis - Wildberry,food,33,700.73,0.54,4/22/2020,debit card,Borg Rickaby,brickabycb@nasa.gov,516-786-5216,8737 Towne Trail,shipped
445,Hernando Fiorentino,Appetizer - Cheese Bites,clothing,36,114.94,0.22,1/20/2021,cash,Sashenka Hucke,shuckecc@sciencedaily.com,271-962-2231,7 Fordem Alley,pending
446,Paddy Barker,Quiche Assorted,clothing,85,983.15,0.14,6/14/2020,credit card,Alvinia Wickwarth,awickwarthcd@sun.com,267-976-8627,8 Victoria Drive,delivered
447,Artus Curedale,"Pork - Butt, Boneless",electronics,64,626.12,0.92,9/10/2021,credit card,Gaven Connikie,gconnikiece@geocities.jp,406-781-8087,85180 Kenwood Terrace,delivered
448,Cello Farden,Venison - Denver Leg Boneless,food,74,675.35,0.23,3/10/2021,credit card,Arabel Casellas,acasellascf@joomla.org,943-188-5401,04629 South Road,shipped
449,Eduino Brundill,Wine - Montecillo Rioja Crianza,food,31,974.02,0.42,5/25/2021,debit card,Edi Patterfield,epatterfieldcg@google.ca,857-641-1467,752 Homewood Avenue,delivered
